web-scraper-order,web-scraper-start-url,liens,liens-href,marque_model,annee,kilometrage,boite de vitesse,carburant,prix,reference,adresse de vente,proprietaire
"1720701480-931","https://dakar-auto.com/senegal/voitures-4?&page=54","7","https://dakar-auto.com/senegal/voitures/neuf/4x4s-and-suv/mitsubishi/outlander/annonce-137690","Mitsubishi Outlander 2015 Dakar","Année: 2015","96000 km","Automatique","Essence","10 200 000 F CFA","Ref.: 137690","Keur Massar","Papa Dile Gueye"
"1720701483-932","https://dakar-auto.com/senegal/voitures-4?&page=54","4","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/toyota/camry/annonce-137689","Toyota Camry 2015 Dakar","Année: 2015","99000 km","Automatique","Diesel","7 500 000 F CFA","Ref.: 137689","Liberté 6 extension","Amadou Ndiaye"
"1720701486-933","https://dakar-auto.com/senegal/voitures-4?&page=54","4","https://dakar-auto.com/senegal/voitures/neuf/4x4s-and-suv/peugeot/3008/annonce-137655","Peugeot 3008 2014 Dakar","Année: 2014","97 km","Manuelle","Diesel","7 500 000 F CFA","Ref.: 137655","Keur Massar","Papa Dile Gueye"
"1720701489-934","https://dakar-auto.com/senegal/voitures-4?&page=54","3","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/mercedes/classe-gla/annonce-137688","Mercedes Classe Gla 2015 Dakar","Année: 2015","1 km","Automatique","Diesel","16 500 000 F CFA","Ref.: 137688","Liberté 6 extension","Amadou Ndiaye"
"1720701492-935","https://dakar-auto.com/senegal/voitures-4?&page=54","2","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/bmw/x6/annonce-137687","Bmw X6 2015 Dakar","Année: 2015","83787 km","Automatique","Essence","26 000 000 F CFA","Ref.: 137687","Sicap Sacré Coeur","Amadou Ndiaye"
"1720701495-936","https://dakar-auto.com/senegal/voitures-4?&page=54","2","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/bmw/x4/annonce-137686","Bmw X4 2017 Dakar","Année: 2017","92000 km","Automatique","Diesel","25 000 000 F CFA","Ref.: 137686","Liberté 6 extension","Amadou Ndiaye"
"1720701497-937","https://dakar-auto.com/senegal/voitures-4?&page=54","3","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/bmw/x4/annonce-137685","Bmw X4 2016 Dakar","Année: 2016","1 km","Automatique","Diesel","22 500 000 F CFA","Ref.: 137685","Liberté 6 extension","Amadou Ndiaye"
"1720701500-938","https://dakar-auto.com/senegal/voitures-4?&page=54","5","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/chr/annonce-137682","Toyota CHR 2020 Dakar","Année: 2020","5 km","Automatique","Essence","16 500 000 F CFA","Ref.: 137682","Point-E","Mouhamed Mbaye"
"1720701510-939","https://dakar-auto.com/senegal/voitures-4?&page=53","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/renault/kadjar/annonce-137680","Renault Kadjar 2017 Dakar","Année: 2017","154000 km","Manuelle","Diesel","7 000 000 F CFA","Ref.: 137680","Mbao","Medoune Ndiaye"
"1720701513-940","https://dakar-auto.com/senegal/voitures-4?&page=53","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/santa-fe/annonce-137679","Hyundai Santa Fe 2019 Dakar","Automatique","Année: 2019","Essence","","21 500 000 F CFA","Ref.: 137679","Sipres","Babacar Fall"
"1720701516-941","https://dakar-auto.com/senegal/voitures-4?&page=53","6","https://dakar-auto.com/senegal/voitures/occasion/camion-and-bus/renault/trafic/annonce-137697","Renault Trafic 2012 Dakar","Année: 2012","287000 km","Manuelle","Diesel","5 300 000 F CFA","Ref.: 137697","Mbour","Pamodou Dieng"
"1720701518-942","https://dakar-auto.com/senegal/voitures-4?&page=53","7","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/hyundai/sonata/annonce-137696","Hyundai Sonata 2015 Dakar","Année: 2015","80000 km","Automatique","Essence","3 800 000 F CFA","Ref.: 137696","Biscuiterie","amirdine amirdine"
"1720701521-943","https://dakar-auto.com/senegal/voitures-4?&page=53","5","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/escape-se/annonce-137700","Ford ESCAPE-SE 2013 Dakar","Année: 2013","101000 km","Automatique","Essence","5 700 000 F CFA","Ref.: 137700","Liberté 6","Mr Diop"
"1720701525-944","https://dakar-auto.com/senegal/voitures-4?&page=53","5","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mitsubishi/pajero/annonce-137702","Mitsubishi Pajero 2015 Dakar","Année: 2015","1 km","Automatique","Essence","18 500 000 F CFA","Ref.: 137702","Mermoz Sacré-Coeur","Sen prix bas"
"1720701528-945","https://dakar-auto.com/senegal/voitures-4?&page=53","9","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/chevrolet/chevrolet/annonce-137701","Chevrolet chevrolet 2014 Dakar","Année: 2014","94590 km","Automatique","Essence","5 100 000 F CFA","Ref.: 137701","VDN","Alioune DIAGNE"
"1720701531-946","https://dakar-auto.com/senegal/voitures-4?&page=53","8","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/hyundai/grandeur/annonce-137699","Hyundai Grandeur 2014 Dakar","Année: 2014","88000 km","Automatique","Essence","7 600 000 F CFA","Ref.: 137699","Sicap Liberté","Mr Mbacke"
"1720701534-947","https://dakar-auto.com/senegal/voitures-4?&page=53","4","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/chrysler/300c/annonce-137698","Chrysler 300C 2014 Dakar","Année: 2014","56000 km","Automatique","Essence","7 300 000 F CFA","Ref.: 137698","Fann","Mr EL HADJI"
"1720701537-948","https://dakar-auto.com/senegal/voitures-4?&page=53","6","https://dakar-auto.com/senegal/voitures/occasion/citadines/chevrolet/cruze/annonce-137704","Chevrolet Cruze 2012 Dakar","Année: 2012","140000 km","Automatique","Essence","3 200 000 F CFA","Ref.: 137704","Gueule-Tapée, Fass, Colobane","Mame Fama"
"1720701540-949","https://dakar-auto.com/senegal/voitures-4?&page=53","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/kia/sorento/annonce-137703","Kia Sorento 2016 Dakar","Année: 2016","1 km","Automatique","Essence","11 500 000 F CFA","Ref.: 137703","Mermoz Sacré-Coeur","Sen prix bas"
"1720701546-950","https://dakar-auto.com/senegal/voitures-4?&page=53","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/escape-titanium/annonce-137710","Ford Escape-Titanium 2014 Dakar","Année: 2014","102000 km","Automatique","Essence","6 800 000 F CFA","Ref.: 137710","Yoff","SERTE AUTOMOBILE"
"1720701550-951","https://dakar-auto.com/senegal/voitures-4?&page=53","4","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mitsubishi/rvr/annonce-137716","Mitsubishi RVR 2011 Dakar","Année: 2011","1 km","Manuelle","Diesel","5 000 000 F CFA","Ref.: 137716","Guédiawaye","Ass Faya"
"1720701552-952","https://dakar-auto.com/senegal/voitures-4?&page=53","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/nissan/rogue/annonce-137714","Nissan ROGUE 2015 Dakar","Année: 2015","134000 km","Automatique","Essence","8 500 000 F CFA","Ref.: 137714","Yoff","SERTE AUTOMOBILE"
"1720701560-953","https://dakar-auto.com/senegal/voitures-4?&page=53","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/explorer/annonce-137713","Ford Explorer 2013 Dakar","Année: 2013","98000 km","Automatique","Essence","7 999 999 F CFA","Ref.: 137713","Yoff","SERTE AUTOMOBILE"
"1720701571-954","https://dakar-auto.com/senegal/voitures-4?&page=53","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/edge/annonce-137712","Ford Edge 2012 Dakar","Année: 2012","99000 km","Automatique","Essence","7 500 000 F CFA","Ref.: 137712","Yoff","SERTE AUTOMOBILE"
"1720701579-955","https://dakar-auto.com/senegal/voitures-4?&page=53","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/kia/sorento/annonce-137711","Kia Sorento 2014 Dakar","Année: 2014","98000 km","Automatique","Essence","7 900 000 F CFA","Ref.: 137711","Yoff","SERTE AUTOMOBILE"
"1720701584-956","https://dakar-auto.com/senegal/voitures-4?&page=53","4","https://dakar-auto.com/senegal/voitures/occasion/camion-and-bus/ford/ford/annonce-137708","Ford ford 2006 Dakar","Année: 2006","200000 km","Manuelle","Diesel","1 350 000 F CFA","Ref.: 137708","Guédiawaye","Cherif Thiam"
"1720701587-957","https://dakar-auto.com/senegal/voitures-4?&page=53","3","https://dakar-auto.com/senegal/voitures/occasion/citadines/ford/focus/annonce-137706","Ford Focus 2013 Dakar","Année: 2013","954 km","Automatique","Essence","4 000 000 F CFA","Ref.: 137706","Guédiawaye","Mr ISSA"
"1720701590-958","https://dakar-auto.com/senegal/voitures-4?&page=53","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/peugeot/peugeot-5008/annonce-137631","Peugeot peugeot-5008 2019 Dakar","Année: 2019","80 km","Automatique","Diesel","18 500 000 F CFA","Ref.: 137631","Keur Massar","Mamour Ngalane"
"1720701599-959","https://dakar-auto.com/senegal/voitures-4?&page=52","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mitsubishi/rvr/annonce-137717","Mitsubishi RVR 2014 Dakar","Année: 2014","92000 km","Automatique","Essence","8 500 000 F CFA","Ref.: 137717","Yoff","SERTE AUTOMOBILE"
"1720701606-960","https://dakar-auto.com/senegal/voitures-4?&page=52","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/tucson/annonce-137718","Hyundai Tucson 2012 Dakar","Année: 2012","83000 km","Automatique","Essence","7 500 000 F CFA","Ref.: 137718","Yoff","SERTE AUTOMOBILE"
"1720701609-961","https://dakar-auto.com/senegal/voitures-4?&page=52","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/rav-4/annonce-137719","Toyota Rav 4 2018 Dakar","Année: 2018","90140 km","Automatique","Essence","15 800 000 F CFA","Ref.: 137719","Grand-Yoff","KINGCARS Service"
"1720701612-962","https://dakar-auto.com/senegal/voitures-4?&page=52","3","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/kia/pride-break/annonce-137722","Kia Pride Break 2013 Dakar","Année: 2013","192000 km","Manuelle","Essence","5 500 000 F CFA","Ref.: 137722","Hann Maristes","miriam diop"
"1720701615-963","https://dakar-auto.com/senegal/voitures-4?&page=52","4","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/hyundai/galloper/annonce-137721","Hyundai Galloper 2000 Dakar","Année: 2000","218270 km","Manuelle","Diesel","1 900 000 F CFA","Ref.: 137721","Guédiawaye","Pico Gaye"
"1720701623-964","https://dakar-auto.com/senegal/voitures-4?&page=52","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/explorer/annonce-137720","Ford Explorer 2014 Dakar","Année: 2014","138000 km","Automatique","Essence","9 500 000 F CFA","Ref.: 137720","Yoff","SERTE AUTOMOBILE"
"1720701626-965","https://dakar-auto.com/senegal/voitures-4?&page=52","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/veloster/annonce-137683","Hyundai Veloster 2013 Dakar","Année: 2013","130 km","Manuelle","Essence","3 950 000 F CFA","Ref.: 137683","Almadies","Mouhamed Mbaye"
"1720701629-966","https://dakar-auto.com/senegal/voitures-4?&page=52","9","https://dakar-auto.com/senegal/voitures/neuf/4x4s-and-suv/peugeot/5008/annonce-137669","Peugeot 5008 2019 Dakar","Année: 2019","80000 km","Automatique","Diesel","17 500 000 F CFA","Ref.: 137669","Keur Massar","GSolution Automobile"
"1720701631-967","https://dakar-auto.com/senegal/voitures-4?&page=52","4","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/chrysler/300c/annonce-137728","Chrysler 300C 2014 Dakar","Année: 2014","56000 km","Automatique","Essence","7 300 000 F CFA","Ref.: 137728","Fann","Mr EL HADJI"
"1720701634-968","https://dakar-auto.com/senegal/voitures-4?&page=52","4","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/tucson/annonce-137727","Hyundai Tucson 2019 Dakar","Année: 2019","19000 km","Automatique","Essence","18 500 000 F CFA","Ref.: 137727","Almadies","Malick GUEYE"
"1720701637-969","https://dakar-auto.com/senegal/voitures-4?&page=52","4","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/lexus/lexus-rx400h/annonce-137726","Lexus LEXUS-RX400h 2018 Dakar","Année: 2018","1 km","Automatique","Essence","21 000 000 F CFA","Ref.: 137726","Almadies","Malick GUEYE"
"1720701640-970","https://dakar-auto.com/senegal/voitures-4?&page=52","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/land-cruiser/annonce-137725","Toyota Land Cruiser 2020 Dakar","Année: 2020","36000 km","Manuelle","Diesel","42 500 000 F CFA","Ref.: 137725","Mermoz Sacré-Coeur","El hadji Parking"
"1720701643-971","https://dakar-auto.com/senegal/voitures-4?&page=52","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/kia/sportage/annonce-137729","Kia Sportage 2015 Dakar","Année: 2015","150000 km","Automatique","Diesel","8 500 000 F CFA","Ref.: 137729","VDN","BAGHDAD AUTOMOBILE"
"1720701646-972","https://dakar-auto.com/senegal/voitures-4?&page=52","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mitsubishi/rvr/annonce-137735","Mitsubishi RVR 2014 Dakar","Année: 2014","96000 km","Automatique","Essence","7 850 000 F CFA","Ref.: 137735","Mermoz Sacré-Coeur","DAROU MOUHTY AUTOMOBILLES"
"1720701649-973","https://dakar-auto.com/senegal/voitures-4?&page=52","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/santa-fe/annonce-137734","Hyundai Santa Fe 2014 Dakar","Année: 2014","89000 km","Automatique","Essence","7 800 000 F CFA","Ref.: 137734","Almadies","HADJ AUTO PRESTIGE"
"1720701651-974","https://dakar-auto.com/senegal/voitures-4?&page=52","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mitsubishi/rvr/annonce-137733","Mitsubishi RVR 2015 Dakar","Année: 2015","87000 km","Automatique","Essence","7 900 000 F CFA","Ref.: 137733","Mermoz Sacré-Coeur","DAROU MOUHTY AUTOMOBILLES"
"1720701654-975","https://dakar-auto.com/senegal/voitures-4?&page=52","5","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/suzuki/celerio/annonce-137731","Suzuki Celerio 2019 Dakar","Année: 2019","110 km","Manuelle","Essence","5 100 000 F CFA","Ref.: 137731","Amitié","Mouhamed Mbaye"
"1720701661-976","https://dakar-auto.com/senegal/voitures-4?&page=52","9","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/fusion/annonce-137730","Ford Fusion 2013 Dakar","Année: 2013","67000 km","Automatique","Essence","4 999 999 F CFA","Ref.: 137730","Yoff","SERTE AUTOMOBILE"
"1720701664-977","https://dakar-auto.com/senegal/voitures-4?&page=52","10","https://dakar-auto.com/senegal/voitures/neuf/4x4s-and-suv/peugeot/5008/annonce-137715","Peugeot 5008 2019 Dakar","Année: 2019","80000 km","Automatique","Essence","18 500 000 F CFA","Ref.: 137715","Keur Massar","Mamour Ngalane"
"1720701670-978","https://dakar-auto.com/senegal/voitures-4?&page=52","5","https://dakar-auto.com/senegal/voitures/occasion/pick-ups/mitsubishi/l200/annonce-137660","Mitsubishi L200 2006 Dakar","Année: 2006","3680333 km","Manuelle","Diesel","5 500 000 F CFA","Ref.: 137660","Bargny","Issa NDIAYE"
"1720701679-979","https://dakar-auto.com/senegal/voitures-4?&page=51","9","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/focus/annonce-137741","Ford Focus 2014 Dakar","Année: 2014","144000 km","Automatique","Essence","4 800 000 F CFA","Ref.: 137741","Yoff","SERTE AUTOMOBILE"
"1720701681-980","https://dakar-auto.com/senegal/voitures-4?&page=51","4","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/nissan/x-trail/annonce-137740","Nissan X-trail 2014 Dakar","Année: 2014","159000 km","Automatique","Essence","6 600 000 F CFA","Ref.: 137740","Liberté 6","Darou salam automobile"
"1720701684-981","https://dakar-auto.com/senegal/voitures-4?&page=51","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/highlander/annonce-137739","Toyota Highlander 2015 Dakar","Année: 2015","1 km","Automatique","Essence","15 000 000 F CFA","Ref.: 137739","Sicap Liberté","Mr Mbacke"
"1720701687-982","https://dakar-auto.com/senegal/voitures-4?&page=51","8","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/mercedes/classe-cla/annonce-137738","Mercedes Classe Cla 2022 Dakar","Année: 2022","1 km","Automatique","Essence","55 000 000 F CFA","Ref.: 137738","VDN","Golden CARS"
"1720701690-983","https://dakar-auto.com/senegal/voitures-4?&page=51","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mitsubishi/pajero/annonce-137737","Mitsubishi Pajero 2014 Dakar","Année: 2014","79207 km","Automatique","Essence","14 500 000 F CFA","Ref.: 137737","Mermoz Sacré-Coeur","Docteur mame Balla mbacké"
"1720701693-984","https://dakar-auto.com/senegal/voitures-4?&page=51","10","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/land-cruiser/annonce-137736","Toyota Land Cruiser 2015 Dakar","Année: 2015","86000 km","Automatique","Essence","38 000 000 F CFA","Ref.: 137736","Sicap Sacré Coeur","El hadji Parking"
"1720701696-985","https://dakar-auto.com/senegal/voitures-4?&page=51","3","https://dakar-auto.com/senegal/voitures/occasion/citadines/peugeot/3008/annonce-137742","Peugeot 3008 2019 Dakar","Année: 2019","619336 km","Manuelle","Diesel","14 000 000 F CFA","Ref.: 137742","Almadies","Moustapha Sarr"
"1720701698-986","https://dakar-auto.com/senegal/voitures-4?&page=51","4","https://dakar-auto.com/senegal/voitures/occasion/pick-ups/ford/f-150/annonce-137732","Ford F-150 2014 Dakar","Année: 2014","120 km","Automatique","Diesel","7 500 000 F CFA","Ref.: 137732","Scat Urbam","Mouhamed Mbaye"
"1720701701-987","https://dakar-auto.com/senegal/voitures-4?&page=51","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/rav-4/annonce-137748","Toyota Rav 4 2015 Dakar","Année: 2015","176000 km","Automatique","Essence","12 000 000 F CFA","Ref.: 137748","Mbour","Cheikh Tidiane SALL"
"1720701704-988","https://dakar-auto.com/senegal/voitures-4?&page=51","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mitsubishi/pajero/annonce-137747","Mitsubishi Pajero 2014 Dakar","Année: 2014","155000 km","Automatique","Essence","14 999 999 F CFA","Ref.: 137747","VDN","Capidia CAPIDIA"
"1720701707-989","https://dakar-auto.com/senegal/voitures-4?&page=51","5","https://dakar-auto.com/senegal/voitures/occasion/citadines/hyundai/sonata/annonce-137746","Hyundai Sonata 2011 Dakar","Année: 2011","115000 km","Automatique","Essence","3 850 000 F CFA","Ref.: 137746","Guédiawaye","Mame Fama"
"1720701710-990","https://dakar-auto.com/senegal/voitures-4?&page=51","3","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/hyundai/sonata/annonce-137745","Hyundai Sonata 2013 Dakar","Année: 2013","113000 km","Automatique","Essence","4 000 000 F CFA","Ref.: 137745","Saly Portudal","Aliou ."
"1720701713-991","https://dakar-auto.com/senegal/voitures-4?&page=51","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/prado/annonce-137751","Toyota Prado 2013 Dakar","Année: 2013","135000 km","Automatique","Diesel","20 000 000 F CFA","Ref.: 137751","Plateau","Ibrahima LY"
"1720701716-992","https://dakar-auto.com/senegal/voitures-4?&page=51","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/escape-se/annonce-137750","Ford ESCAPE-SE 2014 Dakar","Année: 2014","146000 km","Automatique","Essence","4 600 000 F CFA","Ref.: 137750","Hann Maristes","Bamba NDOYE"
"1720701719-993","https://dakar-auto.com/senegal/voitures-4?&page=51","10","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/bmw/x5/annonce-137752","Bmw X5 2015 Dakar","Année: 2015","1 km","Automatique","Essence","17 900 000 F CFA","Ref.: 137752","VDN","VDN AUTO SERVICES"
"1720701722-994","https://dakar-auto.com/senegal/voitures-4?&page=51","5","https://dakar-auto.com/senegal/voitures/occasion/pick-ups/mitsubishi/l200/annonce-137753","Mitsubishi L200 2019 Dakar","Année: 2019","1200 km","Manuelle","Diesel","11 300 009 F CFA","Ref.: 137753","VDN","Mouhamed Mbaye"
"1720701724-995","https://dakar-auto.com/senegal/voitures-4?&page=51","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/rav-4/annonce-137754","Toyota Rav 4 2015 Dakar","Année: 2015","176000 km","Automatique","Essence","12 000 000 F CFA","Ref.: 137754","Mbour","Cheikh Tidiane SALL"
"1720701727-996","https://dakar-auto.com/senegal/voitures-4?&page=51","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mitsubishi/pajero/annonce-137757","Mitsubishi Pajero 2014 Dakar","Année: 2014","98000 km","Automatique","Diesel","14 500 000 F CFA","Ref.: 137757","Almadies","HADJ AUTO PRESTIGE"
"1720701731-997","https://dakar-auto.com/senegal/voitures-4?&page=51","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mitsubishi/rvr/annonce-137756","Mitsubishi RVR 2015 Dakar","Année: 2015","88000 km","Automatique","Essence","7 950 000 F CFA","Ref.: 137756","Mermoz Sacré-Coeur","DAROU MOUHTY AUTOMOBILLES"
"1720701733-998","https://dakar-auto.com/senegal/voitures-4?&page=51","8","https://dakar-auto.com/senegal/voitures/occasion/citadines/hyundai/tucson/annonce-137755","Hyundai Tucson 2017 Dakar","Année: 2017","21000 km","Automatique","Essence","15 000 000 F CFA","Ref.: 137755","Almadies","Mme FATIMA"
"1720701739-999","https://dakar-auto.com/senegal/voitures-4?&page=50","8","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/focus/annonce-137762","Ford Focus 2013 Dakar","Année: 2013","120000 km","Automatique","Essence","3 850 000 F CFA","Ref.: 137762","Gueule-Tapée, Fass, Colobane","TAÏF multi services"
"1720701742-1000","https://dakar-auto.com/senegal/voitures-4?&page=50","9","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/focus/annonce-137761","Ford Focus 2013 Dakar","Année: 2013","1 km","Automatique","Essence","4 600 000 F CFA","Ref.: 137761","Nord Foire","Mr MOUHAMED"
"1720701744-1001","https://dakar-auto.com/senegal/voitures-4?&page=50","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/rav-4/annonce-137760","Toyota Rav 4 2016 Dakar","Année: 2016","73000 km","Automatique","Essence","15 800 000 F CFA","Ref.: 137760","Yoff","Abdia ..."
"1720701747-1002","https://dakar-auto.com/senegal/voitures-4?&page=50","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/infiniti/qx/annonce-137759","Infiniti QX 2018 Dakar","Année: 2018","30000 km","Automatique","Essence","50 000 000 F CFA","Ref.: 137759","Yoff","Golden CARS"
"1720701750-1003","https://dakar-auto.com/senegal/voitures-4?&page=50","9","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/hyundai/sonata/annonce-137758","Hyundai Sonata 2012 Dakar","Année: 2012","150000 km","Automatique","Essence","4 700 000 F CFA","Ref.: 137758","Almadies","HADJ AUTO PRESTIGE"
"1720701753-1004","https://dakar-auto.com/senegal/voitures-4?&page=50","5","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/suzuki/grand-vitara/annonce-137773","Suzuki Grand Vitara 2016 Dakar","Année: 2016","51734 km","Manuelle","Diesel","5 500 000 F CFA","Ref.: 137773","Mermoz Sacré-Coeur","Christianty DIAN"
"1720701756-1005","https://dakar-auto.com/senegal/voitures-4?&page=50","2","https://dakar-auto.com/senegal/voitures/occasion/camion-and-bus/volvo/volvo/annonce-137772","Volvo Volvo 2012 Dakar","Année: 2012","506000 km","Automatique","Diesel","22 500 000 F CFA","Ref.: 137772","Saly Portudal","Mr THIAM"
"1720701759-1006","https://dakar-auto.com/senegal/voitures-4?&page=50","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/bmw/x3/annonce-137764","Bmw X3 2014 Dakar","Année: 2014","1 km","Automatique","Essence","13 500 000 F CFA","Ref.: 137764","Pikine Ouest","Octave GOMES"
"1720701762-1007","https://dakar-auto.com/senegal/voitures-4?&page=50","6","https://dakar-auto.com/senegal/voitures/occasion/citadines/bmw/x1/annonce-137765","Bmw X1 2017 Dakar","Année: 2017","100000 km","Automatique","Diesel","10 000 000 F CFA","Ref.: 137765","Sicap Foire","Babou CISSE"
"1720701765-1008","https://dakar-auto.com/senegal/voitures-4?&page=50","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/escape-se/annonce-137767","Ford ESCAPE-SE 2013 Dakar","Année: 2013","80000 km","Automatique","Essence","6 000 000 F CFA","Ref.: 137767","Liberté 6 extension","Mr Diop"
"1720701767-1009","https://dakar-auto.com/senegal/voitures-4?&page=50","9","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/hyundai/sonata/annonce-137766","Hyundai Sonata 2018 Dakar","Année: 2018","77000 km","Automatique","Essence","8 500 000 F CFA","Ref.: 137766","Liberté 6","Dioufy Diouf"
"1720701770-1010","https://dakar-auto.com/senegal/voitures-4?&page=50","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/chevrolet/equinox/annonce-137769","Chevrolet Equinox 2014 Dakar","Année: 2014","100000 km","Automatique","Essence","7 300 000 F CFA","Ref.: 137769","Cité Avion","Psk Automobil"
"1720701773-1011","https://dakar-auto.com/senegal/voitures-4?&page=50","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/chevrolet/trax/annonce-137768","Chevrolet Trax 2015 Dakar","Année: 2015","89000 km","Automatique","Essence","6 990 000 F CFA","Ref.: 137768","Almadies","HADJ AUTO PRESTIGE"
"1720701776-1012","https://dakar-auto.com/senegal/voitures-4?&page=50","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/land-cruiser/annonce-137771","Toyota Land Cruiser 2020 Dakar","Année: 2020","36000 km","Manuelle","Diesel","42 500 000 F CFA","Ref.: 137771","Sicap Sacré Coeur","El hadji Parking"
"1720701779-1013","https://dakar-auto.com/senegal/voitures-4?&page=50","9","https://dakar-auto.com/senegal/voitures/occasion/pick-ups/nissan/navara/annonce-137770","Nissan Navara 2014 Dakar","Année: 2014","89000 km","Automatique","Essence","10 500 000 F CFA","Ref.: 137770","Sicap Sacré Coeur","El hadji Parking"
"1720701782-1014","https://dakar-auto.com/senegal/voitures-4?&page=50","5","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/elantra/annonce-137777","Hyundai Elantra 2012 Dakar","Année: 2012","130000 km","Manuelle","Essence","4 000 000 F CFA","Ref.: 137777","Keur Massar","GSolution Automobile"
"1720701785-1015","https://dakar-auto.com/senegal/voitures-4?&page=50","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/volkswagen/tiguan/annonce-137778","Volkswagen Tiguan 2010 Dakar","Année: 2010","130000 km","Automatique","Essence","4 200 000 F CFA","Ref.: 137778","Keur Massar","GSolution Automobile"
